Time (seconds),Requests,Throughput (requests/second),Minimum Latency (microseconds),25th Percentile Latency (microseconds),Median Latency (microseconds),Average Latency (microseconds),75th Percentile Latency (microseconds),90th Percentile Latency (microseconds),95th Percentile Latency (microseconds),99th Percentile Latency (microseconds),Maximum Latency (microseconds)
0,2,2.000,8596385,8596385,16831022,12713703,16831022,16831022,16831022,16831022,16831022
1,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
2,1,1.000,3898397,3898397,3898397,3898397,3898397,3898397,3898397,3898397,3898397
3,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
4,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
5,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
6,1,1.000,3224483,3224483,3224483,3224483,3224483,3224483,3224483,3224483,3224483
7,2,2.000,3449226,3449226,9632846,6541036,9632846,9632846,9632846,9632846,9632846
8,2,2.000,822983,822983,9883402,5353192,9883402,9883402,9883402,9883402,9883402
9,3,3.000,4979882,4979882,5108672,5127197,5293037,5293037,5293037,5293037,5293037
10,1,1.000,1593535,1593535,1593535,1593535,1593535,1593535,1593535,1593535,1593535
11,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
12,2,2.000,6888911,6888911,17556329,12222620,17556329,17556329,17556329,17556329,17556329
13,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
14,3,3.000,3087175,3087175,5895876,11337960,25030829,25030829,25030829,25030829,25030829
15,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
16,1,1.000,3436565,3436565,3436565,3436565,3436565,3436565,3436565,3436565,3436565
17,2,2.000,958912,958912,6295945,3627428,6295945,6295945,6295945,6295945,6295945
18,3,3.000,241831,241831,847005,3026225,7989840,7989840,7989840,7989840,7989840
19,2,2.000,3230486,3230486,7518657,5374571,7518657,7518657,7518657,7518657,7518657
20,2,2.000,3139997,3139997,15270898,9205447,15270898,15270898,15270898,15270898,15270898
21,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
22,2,2.000,1345007,1345007,8501317,4923162,8501317,8501317,8501317,8501317,8501317
23,3,3.000,6110188,6110188,7752297,12126097,22515807,22515807,22515807,22515807,22515807
24,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
25,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
26,2,2.000,8865217,8865217,24343328,16604272,24343328,24343328,24343328,24343328,24343328
27,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
28,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
29,2,2.000,3305275,3305275,3937564,3621419,3937564,3937564,3937564,3937564,3937564
30,2,2.000,3326189,3326189,9309066,6317627,9309066,9309066,9309066,9309066,9309066
31,1,1.000,28510475,28510475,28510475,28510475,28510475,28510475,28510475,28510475,28510475
32,1,1.000,19978174,19978174,19978174,19978174,19978174,19978174,19978174,19978174,19978174
33,2,2.000,1796249,1796249,2492994,2144621,2492994,2492994,2492994,2492994,2492994
34,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
35,3,3.000,1698171,1698171,7159309,13924659,32916499,32916499,32916499,32916499,32916499
36,1,1.000,9323942,9323942,9323942,9323942,9323942,9323942,9323942,9323942,9323942
37,1,1.000,89608455,89608455,89608455,89608455,89608455,89608455,89608455,89608455,89608455
38,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
39,1,1.000,5508002,5508002,5508002,5508002,5508002,5508002,5508002,5508002,5508002
40,1,1.000,10163899,10163899,10163899,10163899,10163899,10163899,10163899,10163899,10163899
41,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
42,1,1.000,1628499,1628499,1628499,1628499,1628499,1628499,1628499,1628499,1628499
43,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
44,2,2.000,5419923,5419923,30421116,17920519,30421116,30421116,30421116,30421116,30421116
45,1,1.000,34122949,34122949,34122949,34122949,34122949,34122949,34122949,34122949,34122949
46,1,1.000,8204840,8204840,8204840,8204840,8204840,8204840,8204840,8204840,8204840
47,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
48,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
49,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
50,2,2.000,1225947,1225947,6748757,3987352,6748757,6748757,6748757,6748757,6748757
51,2,2.000,3126378,3126378,29230779,16178578,29230779,29230779,29230779,29230779,29230779
52,1,1.000,6252610,6252610,6252610,6252610,6252610,6252610,6252610,6252610,6252610
53,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
54,2,2.000,2894529,2894529,3498047,3196288,3498047,3498047,3498047,3498047,3498047
55,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
56,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
57,2,2.000,5534132,5534132,20202884,12868508,20202884,20202884,20202884,20202884,20202884
58,1,1.000,9262043,9262043,9262043,9262043,9262043,9262043,9262043,9262043,9262043
59,2,2.000,841889,841889,3261016,2051452,3261016,3261016,3261016,3261016,3261016
60,1,1.000,1228813,1228813,1228813,1228813,1228813,1228813,1228813,1228813,1228813
61,1,1.000,3123443,3123443,3123443,3123443,3123443,3123443,3123443,3123443,3123443
62,2,2.000,2224957,2224957,3047656,2636306,3047656,3047656,3047656,3047656,3047656
63,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
64,1,1.000,1198624,1198624,1198624,1198624,1198624,1198624,1198624,1198624,1198624
