Time (seconds),Requests,Throughput (requests/second),Minimum Latency (microseconds),25th Percentile Latency (microseconds),Median Latency (microseconds),Average Latency (microseconds),75th Percentile Latency (microseconds),90th Percentile Latency (microseconds),95th Percentile Latency (microseconds),99th Percentile Latency (microseconds),Maximum Latency (microseconds)
0,2,2.000,6833335,6833335,8875044,7854189,8875044,8875044,8875044,8875044,8875044
1,1,1.000,5532162,5532162,5532162,5532162,5532162,5532162,5532162,5532162,5532162
2,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
3,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
4,1,1.000,23981094,23981094,23981094,23981094,23981094,23981094,23981094,23981094,23981094
5,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
6,1,1.000,4189805,4189805,4189805,4189805,4189805,4189805,4189805,4189805,4189805
7,1,1.000,5985191,5985191,5985191,5985191,5985191,5985191,5985191,5985191,5985191
8,1,1.000,9655004,9655004,9655004,9655004,9655004,9655004,9655004,9655004,9655004
9,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
10,1,1.000,1066213,1066213,1066213,1066213,1066213,1066213,1066213,1066213,1066213
11,1,1.000,5342409,5342409,5342409,5342409,5342409,5342409,5342409,5342409,5342409
12,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
13,3,3.000,3653228,3653228,4569541,4689791,5846606,5846606,5846606,5846606,5846606
14,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
15,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
16,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
17,4,4.000,834450,4842832,54851202,30203755,60286538,60286538,60286538,60286538,60286538
18,2,2.000,4109117,4109117,10162743,7135930,10162743,10162743,10162743,10162743,10162743
19,1,1.000,5904464,5904464,5904464,5904464,5904464,5904464,5904464,5904464,5904464
20,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
21,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
22,2,2.000,1224112,1224112,1268967,1246539,1268967,1268967,1268967,1268967,1268967
23,2,2.000,9488773,9488773,10050205,9769489,10050205,10050205,10050205,10050205,10050205
24,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
25,1,1.000,12269127,12269127,12269127,12269127,12269127,12269127,12269127,12269127,12269127
26,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
27,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
28,2,2.000,54015954,54015954,60375920,57195937,60375920,60375920,60375920,60375920,60375920
29,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
30,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
31,2,2.000,5413596,5413596,9639519,7526557,9639519,9639519,9639519,9639519,9639519
32,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
33,2,2.000,954186,954186,11986329,6470257,11986329,11986329,11986329,11986329,11986329
34,1,1.000,3136267,3136267,3136267,3136267,3136267,3136267,3136267,3136267,3136267
35,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
36,1,1.000,7297744,7297744,7297744,7297744,7297744,7297744,7297744,7297744,7297744
37,3,3.000,353508,353508,547643,3735950,10306699,10306699,10306699,10306699,10306699
38,1,1.000,1153202,1153202,1153202,1153202,1153202,1153202,1153202,1153202,1153202
39,1,1.000,4185271,4185271,4185271,4185271,4185271,4185271,4185271,4185271,4185271
40,1,1.000,2024268,2024268,2024268,2024268,2024268,2024268,2024268,2024268,2024268
41,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
42,1,1.000,2827449,2827449,2827449,2827449,2827449,2827449,2827449,2827449,2827449
43,2,2.000,19651535,19651535,53798294,36724914,53798294,53798294,53798294,53798294,53798294
44,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
45,2,2.000,1228685,1228685,4284059,2756372,4284059,4284059,4284059,4284059,4284059
46,1,1.000,8406076,8406076,8406076,8406076,8406076,8406076,8406076,8406076,8406076
47,1,1.000,12022113,12022113,12022113,12022113,12022113,12022113,12022113,12022113,12022113
48,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
49,1,1.000,4180613,4180613,4180613,4180613,4180613,4180613,4180613,4180613,4180613
50,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
