Time (seconds),Requests,Throughput (requests/second),Minimum Latency (microseconds),25th Percentile Latency (microseconds),Median Latency (microseconds),Average Latency (microseconds),75th Percentile Latency (microseconds),90th Percentile Latency (microseconds),95th Percentile Latency (microseconds),99th Percentile Latency (microseconds),Maximum Latency (microseconds)
0,24332,24332.000,278,500,755,5757,1764,29116,34208,40349,49108
1,26387,26387.000,270,490,732,5307,1636,27248,31572,36662,55257
2,24984,24984.000,266,479,691,5578,1693,28763,33265,41110,65581
3,28656,28656.000,282,467,651,4864,1356,24626,28949,34330,42729
4,31745,31745.000,276,483,659,4386,1417,18719,23264,41679,85527
5,29571,29571.000,275,496,678,4821,1694,13998,17551,74457,216829
6,24761,24761.000,275,479,668,5559,1649,16066,28823,81698,150769
7,18642,18642.000,286,496,746,7572,1817,26235,36074,111896,269126
8,18406,18406.000,271,502,772,7531,2159,26029,35616,102115,154086
9,18643,18643.000,269,499,766,7628,1972,30250,45924,89979,107204
10,21674,21674.000,289,502,774,6364,2011,26913,33829,62698,118892
11,22170,22170.000,273,496,750,6268,1944,24375,33101,67693,93855
12,21425,21425.000,282,489,715,6669,1708,24079,37124,85433,112194
13,19593,19593.000,282,488,698,7016,1652,23935,42659,116269,134236
14,20615,20615.000,286,493,671,6735,1743,19028,31313,107959,142649
15,20358,20358.000,266,491,673,7140,1736,15727,29007,113676,239852
16,17104,17104.000,278,500,678,7879,1786,16568,41926,101551,237647
17,31543,31543.000,284,490,657,4433,1873,13119,15981,53428,190216
18,27823,27823.000,284,500,679,5044,2171,12486,15475,94992,185950
19,40929,40929.000,281,497,662,3403,1997,11794,14132,29715,141953
20,41694,41694.000,288,503,678,3351,2255,11064,13540,17912,183401
21,32509,32509.000,279,516,702,4301,2295,10954,14317,61383,163122
22,22361,22361.000,274,513,676,6271,2112,10862,20381,134477,178172
23,50273,50273.000,280,504,677,2780,2153,9479,11265,16338,97321
24,47843,47843.000,277,520,779,2949,2581,9811,12348,24431,36521
25,30669,30669.000,279,478,707,4553,2000,21095,25868,32177,48770
26,30126,30126.000,281,485,712,4618,1923,20090,25464,40459,57132
27,34120,34120.000,288,519,847,4143,3186,15576,19640,27572,67411
28,36990,36990.000,273,502,755,3743,2505,14797,18126,31170,45849
29,39870,39870.000,283,499,732,3518,2450,13737,16625,25398,65181
30,32833,32833.000,285,505,741,4258,2455,13490,18149,49096,105517
31,32707,32707.000,282,506,744,4266,2610,13207,16942,57559,99835
32,29582,29582.000,279,488,669,4716,1976,16808,22768,54413,73079
33,28362,28362.000,275,481,611,4937,1588,15096,20713,67093,107884
34,29231,29231.000,267,478,599,4786,1400,15719,23473,72788,102481
35,32966,32966.000,284,485,611,4338,1608,13790,19403,56429,115124
36,22034,22034.000,283,504,666,6204,2094,12349,25149,105653,170528
37,21471,21471.000,285,503,665,6970,2249,13063,42441,126493,187907
38,23750,23750.000,288,506,670,5527,2093,12010,18230,98364,158070
39,26698,26698.000,282,504,650,5266,1951,11627,29828,90761,139272
40,26410,26410.000,283,495,635,5491,1860,12079,30754,90324,133270
41,26494,26494.000,274,511,668,5013,2161,10919,14361,105827,148171
42,29062,29062.000,282,508,672,4874,2240,10735,16324,74699,110421
43,26946,26946.000,275,500,636,5135,1981,11395,23464,94309,107935
44,43370,43370.000,286,515,740,3225,2425,10201,12549,35245,230974
45,53036,53036.000,305,526,815,2639,2776,9113,10974,13616,30518
46,50349,50349.000,289,521,795,2791,2778,9751,11748,16466,44473
47,29203,29203.000,283,474,690,4800,1691,23481,28080,34269,49258
48,32415,32415.000,281,482,707,4298,2075,18144,23085,35554,51681
49,34954,34954.000,284,491,727,4011,2353,15332,19117,42811,69942
50,40340,40340.000,267,482,633,3480,1638,14751,18151,26336,50340
51,41075,41075.000,287,479,619,3424,1641,13407,16284,38202,66246
52,42424,42424.000,286,477,601,3288,1650,13092,15730,25212,72317
53,28119,28119.000,285,501,652,5204,1926,13207,16853,84233,151883
54,27490,27490.000,273,497,641,5067,1897,13223,28487,75519,99491
55,24542,24542.000,282,500,652,5600,1988,12691,20737,99080,136480
56,24169,24169.000,278,497,643,6107,1910,11755,15409,126615,274485
57,21111,21111.000,286,494,636,6055,1966,12065,17524,108722,189128
58,25054,25054.000,285,503,666,5581,2178,12149,21275,123287,147947
59,25513,25513.000,268,498,646,5535,1946,12074,33923,85700,97642
60,24878,24878.000,281,506,664,5570,2149,11178,14100,105308,186408
61,29803,29803.000,272,522,736,5084,2627,11038,15355,85256,131505
62,22329,22329.000,279,512,692,5791,2580,11753,40927,89901,101789
63,19060,19060.000,274,512,705,7341,2488,12106,53487,119107,162463
64,23027,23027.000,290,512,712,6276,2429,12164,17662,136671,239370
65,21091,21091.000,274,512,693,6376,2379,11664,38402,123834,148077
66,22561,22561.000,269,513,694,6202,2274,11104,56235,94557,105408
67,24831,24831.000,282,498,642,6218,1934,11302,33200,119603,173701
68,25239,25239.000,268,506,675,5049,2230,10859,30840,84296,136043
69,28608,28608.000,259,515,688,4826,2370,10699,20624,65654,89263
70,29741,29741.000,281,503,653,4703,1994,10985,29269,72661,102108
71,58515,58515.000,288,495,638,2392,1887,9296,11098,13836,217242
72,58235,58235.000,282,504,670,2400,2172,8709,10399,13135,35860
73,37828,37828.000,268,487,651,3722,1814,11503,24509,33184,56732
74,33338,33338.000,271,471,637,4193,1465,19732,24366,30709,42026
