Time (seconds),Requests,Throughput (requests/second),Minimum Latency (microseconds),25th Percentile Latency (microseconds),Median Latency (microseconds),Average Latency (microseconds),75th Percentile Latency (microseconds),90th Percentile Latency (microseconds),95th Percentile Latency (microseconds),99th Percentile Latency (microseconds),Maximum Latency (microseconds)
0,34930,34930.000,673,1262,2817,3998,5514,8345,10581,19870,35744
1,39812,39812.000,648,1199,2685,3514,4795,6977,8505,13171,56509
2,39783,39783.000,688,1256,2786,3518,4930,7280,8957,12663,24509
3,37785,37785.000,688,1256,2907,3702,5297,7825,9512,13137,30427
4,39246,39246.000,699,1212,2875,3573,5099,7443,9083,12430,30400
5,27793,27793.000,642,986,1930,5022,5170,9721,17409,50865,73549
6,43913,43913.000,706,1145,2679,3185,4568,6450,7713,10198,17835
7,47162,47162.000,691,1078,2343,2964,4206,6110,7351,10111,22020
8,48911,48911.000,695,1034,2352,2859,4042,5753,6947,9702,20412
9,49978,49978.000,682,969,2237,2801,3953,5724,6948,9705,25606
10,41714,41714.000,639,888,1764,3354,3583,5876,8454,38753,55595
11,55511,55511.000,690,931,2242,2519,3546,4921,5900,7666,16175
12,58219,58219.000,694,927,2114,2401,3338,4675,5509,7197,18300
13,57451,57451.000,697,921,2129,2435,3359,4753,5691,7741,21396
14,57707,57707.000,692,919,2175,2426,3395,4690,5613,7339,19819
15,54470,54470.000,656,888,1819,2567,3249,4776,5901,19415,31168
16,60474,60474.000,695,915,2055,2314,3226,4437,5241,6924,11834
17,61036,61036.000,692,907,2077,2292,3169,4386,5189,6754,11458
18,60792,60792.000,687,908,2113,2299,3166,4344,5153,6798,15017
19,62662,62662.000,690,926,2050,2235,3069,4174,4961,6398,14540
20,55410,55410.000,651,899,1934,2524,3196,4532,5512,18618,50613
21,62021,62021.000,694,923,2114,2255,3096,4213,4936,6374,12608
22,62363,62363.000,695,924,2131,2244,3089,4149,4864,6167,10838
23,60769,60769.000,688,913,2075,2301,3161,4330,5105,7018,16713
24,61733,61733.000,696,916,2045,2268,3173,4296,5111,6547,12364
25,59837,59837.000,656,904,2025,2337,3119,4272,5127,7696,28567
26,62496,62496.000,687,922,2107,2239,3074,4144,4872,6329,12015
27,55373,55373.000,665,915,2060,2597,3000,4094,4807,6313,176651
28,60525,60525.000,696,910,2016,2248,3085,4211,5013,6586,36747
29,61496,61496.000,694,916,2086,2274,3126,4295,5097,6616,26429
30,61042,61042.000,651,896,1952,2293,3061,4213,5001,7567,26626
31,63367,63367.000,695,926,2100,2209,3010,4067,4764,6038,10278
32,53568,53568.000,671,913,2044,2610,3001,4065,4811,6427,172704
33,62115,62115.000,677,912,2047,2252,3085,4221,4982,6539,15180
34,62604,62604.000,690,914,2037,2235,3075,4162,4928,6556,26375
35,58510,58510.000,660,898,1843,2391,3139,4474,5446,8635,42151
36,64631,64631.000,684,926,2006,2164,2910,3924,4665,6274,13353
37,55146,55146.000,646,930,1982,2539,2894,3895,4628,6039,173711
38,64018,64018.000,684,931,1976,2184,2952,4005,4773,6243,16904
39,63369,63369.000,671,907,1957,2209,3038,4179,4927,6502,15980
40,64302,64302.000,686,909,1880,2175,2916,4034,4970,7455,17852
41,65345,65345.000,700,935,2030,2140,2887,3856,4532,5832,10461
42,65514,65514.000,694,935,2016,2138,2877,3818,4512,5812,14108
43,63370,63370.000,680,919,2025,2206,3008,4091,4818,6360,22638
44,63236,63236.000,677,919,1998,2212,3006,4113,4887,6631,32052
45,61991,61991.000,646,913,2009,2258,2942,4049,4827,6947,29237
46,61558,61558.000,696,940,2031,2274,3014,4149,4955,7342,38127
47,46731,46731.000,681,916,1748,2995,3933,6474,8740,16590,42066
48,53681,53681.000,693,921,1913,2605,3557,5314,6551,10296,51778
49,48980,48980.000,691,939,2001,2869,3776,5867,7631,13552,75188
50,34762,34762.000,692,1133,2554,4009,5483,8810,11600,21340,61593
51,43324,43324.000,671,1040,2377,3228,4608,6945,8569,12213,46807
52,48547,48547.000,687,1008,2330,2888,4059,5899,7282,9906,21378
53,50393,50393.000,690,977,2242,2774,3839,5694,6970,9790,25725
54,52135,52135.000,686,967,2234,2688,3757,5390,6498,9078,30178
55,40909,40909.000,643,882,1757,3417,3750,6154,8462,36770,62425
56,51757,51757.000,666,933,2236,2704,3750,5437,6639,9769,32848
57,50752,50752.000,693,943,2148,2758,3886,5710,7004,9639,41443
58,52723,52723.000,680,915,2055,2655,3708,5435,6616,9578,62483
59,55178,55178.000,687,924,2202,2534,3496,4927,5959,8466,27655
60,49941,49941.000,641,900,1939,2802,3488,5209,6550,23091,45943
61,57382,57382.000,669,917,2098,2438,3397,4769,5723,7818,21251
62,55360,55360.000,681,933,2116,2527,3495,5028,6029,8349,45533
63,56927,56927.000,693,922,2064,2459,3448,4895,5803,7857,27818
64,58427,58427.000,700,941,2115,2396,3267,4559,5502,7787,28182
65,52050,52050.000,650,900,1984,2686,3373,5022,6340,19178,33828
66,58274,58274.000,668,920,2073,2401,3308,4680,5563,7757,32640
67,56181,56181.000,674,921,2080,2494,3438,4935,5976,8674,39399
68,58085,58085.000,693,917,2069,2405,3315,4724,5669,7888,30313
69,59386,59386.000,673,914,2071,2356,3230,4546,5444,7443,19201
70,53341,53341.000,638,909,1906,2622,3166,4618,5721,21115,54570
71,59975,59975.000,676,921,2120,2334,3196,4456,5296,7059,31134
72,58037,58037.000,682,914,2064,2412,3342,4684,5627,7679,41321
73,58377,58377.000,685,916,2035,2395,3294,4658,5630,7868,20910
74,60758,60758.000,688,925,2019,2307,3173,4412,5314,7056,20721
75,59813,59813.000,658,910,2001,2336,3068,4235,5164,8007,27000
76,63561,63561.000,696,924,1944,2203,2974,4144,4902,6598,53896
77,60273,60273.000,680,924,2077,2320,3183,4350,5218,7273,22507
78,61243,61243.000,682,911,2042,2284,3161,4359,5184,6887,23070
79,61027,61027.000,678,924,2088,2294,3163,4342,5097,6678,16746
80,57136,57136.000,662,912,2027,2450,3280,4616,5640,8645,28751
81,60380,60380.000,685,931,2110,2315,3137,4349,5156,7133,18280
82,61077,61077.000,695,916,2068,2293,3171,4345,5139,6847,22873
83,61529,61529.000,690,922,2053,2273,3094,4292,5169,6874,17404
84,63007,63007.000,686,932,2022,2222,2981,4143,4974,6701,29604
85,56624,56624.000,647,894,1890,2468,3102,4454,5495,18723,31611
86,63165,63165.000,693,945,2050,2217,3023,4069,4819,6195,15393
87,60166,60166.000,683,940,2102,2326,3187,4400,5207,6808,36229
88,61553,61553.000,687,937,2081,2273,3095,4249,5016,6623,12285
89,62073,62073.000,684,922,2058,2253,3090,4201,4993,6604,17423
90,60654,60654.000,652,922,2004,2307,3017,4186,5031,7528,27644
91,64218,64218.000,691,940,2033,2180,2966,3975,4688,6002,10279
92,61601,61601.000,694,939,2160,2270,3080,4137,4854,6303,13477
93,63624,63624.000,694,941,2047,2200,2988,4035,4775,6115,15668
94,62780,62780.000,682,925,2055,2228,3051,4157,4868,6306,12761
95,62232,62232.000,650,916,1918,2250,2970,4115,4934,7659,35215
