Time (seconds),Requests,Throughput (requests/second),Minimum Latency (microseconds),25th Percentile Latency (microseconds),Median Latency (microseconds),Average Latency (microseconds),75th Percentile Latency (microseconds),90th Percentile Latency (microseconds),95th Percentile Latency (microseconds),99th Percentile Latency (microseconds),Maximum Latency (microseconds)
0,1,1.000,12902274,12902274,12902274,12902274,12902274,12902274,12902274,12902274,12902274
1,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
2,2,2.000,14481200,14481200,19024684,16752942,19024684,19024684,19024684,19024684,19024684
3,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
4,1,1.000,932594,932594,932594,932594,932594,932594,932594,932594,932594
5,1,1.000,11853573,11853573,11853573,11853573,11853573,11853573,11853573,11853573,11853573
6,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
7,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
8,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
9,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
10,1,1.000,4624277,4624277,4624277,4624277,4624277,4624277,4624277,4624277,4624277
11,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
12,2,2.000,1958446,1958446,2051115,2004780,2051115,2051115,2051115,2051115,2051115
13,1,1.000,2112263,2112263,2112263,2112263,2112263,2112263,2112263,2112263,2112263
14,3,3.000,1717687,1717687,3359207,3201761,4528391,4528391,4528391,4528391,4528391
15,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
16,2,2.000,2688352,2688352,5387205,4037778,5387205,5387205,5387205,5387205,5387205
17,2,2.000,2977775,2977775,10806201,6891988,10806201,10806201,10806201,10806201,10806201
18,2,2.000,2696475,2696475,3298544,2997509,3298544,3298544,3298544,3298544,3298544
19,1,1.000,5404939,5404939,5404939,5404939,5404939,5404939,5404939,5404939,5404939
20,1,1.000,3900811,3900811,3900811,3900811,3900811,3900811,3900811,3900811,3900811
21,5,5.000,1561093,2617239,5156313,5190113,5536168,11079756,11079756,11079756,11079756
22,2,2.000,1115236,1115236,2570783,1843009,2570783,2570783,2570783,2570783,2570783
23,2,2.000,2320065,2320065,16370462,9345263,16370462,16370462,16370462,16370462,16370462
24,4,4.000,3504035,4327421,5911385,6534510,12395202,12395202,12395202,12395202,12395202
25,1,1.000,17167886,17167886,17167886,17167886,17167886,17167886,17167886,17167886,17167886
26,2,2.000,5807195,5807195,8477884,7142539,8477884,8477884,8477884,8477884,8477884
27,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
28,3,3.000,816516,816516,3444909,2757607,4011396,4011396,4011396,4011396,4011396
29,2,2.000,650025,650025,2020409,1335217,2020409,2020409,2020409,2020409,2020409
30,1,1.000,8696865,8696865,8696865,8696865,8696865,8696865,8696865,8696865,8696865
31,2,2.000,2017387,2017387,2407948,2212667,2407948,2407948,2407948,2407948,2407948
32,3,3.000,1442529,1442529,4957799,5049239,8747389,8747389,8747389,8747389,8747389
33,3,3.000,200279,200279,13658724,9335173,14146517,14146517,14146517,14146517,14146517
34,1,1.000,2100959,2100959,2100959,2100959,2100959,2100959,2100959,2100959,2100959
35,1,1.000,1856006,1856006,1856006,1856006,1856006,1856006,1856006,1856006,1856006
36,2,2.000,1666179,1666179,2612612,2139395,2612612,2612612,2612612,2612612,2612612
37,2,2.000,10431490,10431490,10564468,10497979,10564468,10564468,10564468,10564468,10564468
38,1,1.000,16686143,16686143,16686143,16686143,16686143,16686143,16686143,16686143,16686143
39,3,3.000,629120,629120,7674744,9105657,19013107,19013107,19013107,19013107,19013107
40,2,2.000,1860895,1860895,5413141,3637018,5413141,5413141,5413141,5413141,5413141
41,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
42,3,3.000,789583,789583,2723816,6810897,16919294,16919294,16919294,16919294,16919294
43,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
44,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
45,1,1.000,25932438,25932438,25932438,25932438,25932438,25932438,25932438,25932438,25932438
46,2,2.000,619738,619738,4860691,2740214,4860691,4860691,4860691,4860691,4860691
47,4,4.000,1057578,2805515,5424140,6480538,16634922,16634922,16634922,16634922,16634922
48,2,2.000,2080678,2080678,10758929,6419803,10758929,10758929,10758929,10758929,10758929
49,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
50,2,2.000,3660209,3660209,4218993,3939601,4218993,4218993,4218993,4218993,4218993
51,1,1.000,16260912,16260912,16260912,16260912,16260912,16260912,16260912,16260912,16260912
52,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
53,4,4.000,236599,414807,9548666,5030192,9920696,9920696,9920696,9920696,9920696
54,2,2.000,8544104,8544104,29852909,19198506,29852909,29852909,29852909,29852909,29852909
55,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
56,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
57,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
58,1,1.000,1561951,1561951,1561951,1561951,1561951,1561951,1561951,1561951,1561951
59,2,2.000,5593321,5593321,5992585,5792953,5992585,5992585,5992585,5992585,5992585
60,1,1.000,24602780,24602780,24602780,24602780,24602780,24602780,24602780,24602780,24602780
61,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
62,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
63,4,4.000,1185816,1743856,3205447,2543483,4038813,4038813,4038813,4038813,4038813
64,1,1.000,696066,696066,696066,696066,696066,696066,696066,696066,696066
65,4,4.000,3505938,4674998,7482116,6105538,8759101,8759101,8759101,8759101,8759101
66,1,1.000,324544,324544,324544,324544,324544,324544,324544,324544,324544
67,3,3.000,3251440,3251440,4413354,8018795,16391593,16391593,16391593,16391593,16391593
68,1,1.000,14604916,14604916,14604916,14604916,14604916,14604916,14604916,14604916,14604916
69,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
70,2,2.000,5000081,5000081,17566343,11283212,17566343,17566343,17566343,17566343,17566343
71,2,2.000,6427149,6427149,7951457,7189303,7951457,7951457,7951457,7951457,7951457
72,1,1.000,13237681,13237681,13237681,13237681,13237681,13237681,13237681,13237681,13237681
73,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
74,1,1.000,2567459,2567459,2567459,2567459,2567459,2567459,2567459,2567459,2567459
75,1,1.000,6029783,6029783,6029783,6029783,6029783,6029783,6029783,6029783,6029783
76,1,1.000,4951177,4951177,4951177,4951177,4951177,4951177,4951177,4951177,4951177
77,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
78,1,1.000,1210654,1210654,1210654,1210654,1210654,1210654,1210654,1210654,1210654
79,3,3.000,704137,704137,5624485,4125592,6048156,6048156,6048156,6048156,6048156
80,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
81,2,2.000,2104015,2104015,6171954,4137984,6171954,6171954,6171954,6171954,6171954
82,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
83,3,3.000,1752084,1752084,3056860,3599129,5988443,5988443,5988443,5988443,5988443
84,2,2.000,4231721,4231721,5489467,4860594,5489467,5489467,5489467,5489467,5489467
85,3,3.000,3305961,3305961,4837078,4466969,5257870,5257870,5257870,5257870,5257870
86,2,2.000,2625864,2625864,3148132,2886998,3148132,3148132,3148132,3148132,3148132
87,2,2.000,1069516,1069516,2025905,1547710,2025905,2025905,2025905,2025905,2025905
88,2,2.000,1194836,1194836,4508086,2851461,4508086,4508086,4508086,4508086,4508086
89,6,6.000,2577677,5360079,5994133,7643931,12063875,13898012,13898012,13898012,13898012
90,4,4.000,627689,627926,5665797,16067080,57346908,57346908,57346908,57346908,57346908
91,1,1.000,5002174,5002174,5002174,5002174,5002174,5002174,5002174,5002174,5002174
92,2,2.000,2462242,2462242,57184684,29823463,57184684,57184684,57184684,57184684,57184684
93,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
94,4,4.000,154507,1163283,1666426,1450843,2819158,2819158,2819158,2819158,2819158
95,1,1.000,62014076,62014076,62014076,62014076,62014076,62014076,62014076,62014076,62014076
96,4,4.000,1821732,4729796,5682276,4890943,7329970,7329970,7329970,7329970,7329970
97,2,2.000,2193284,2193284,6393021,4293152,6393021,6393021,6393021,6393021,6393021
98,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
99,1,1.000,2688935,2688935,2688935,2688935,2688935,2688935,2688935,2688935,2688935
100,1,1.000,15829231,15829231,15829231,15829231,15829231,15829231,15829231,15829231,15829231
101,1,1.000,612654,612654,612654,612654,612654,612654,612654,612654,612654
102,3,3.000,3443198,3443198,5882093,7074160,11897189,11897189,11897189,11897189,11897189
103,3,3.000,135182,135182,4681282,3560857,5866108,5866108,5866108,5866108,5866108
104,1,1.000,6062371,6062371,6062371,6062371,6062371,6062371,6062371,6062371,6062371
