Time (seconds),Requests,Throughput (requests/second),Minimum Latency (microseconds),25th Percentile Latency (microseconds),Median Latency (microseconds),Average Latency (microseconds),75th Percentile Latency (microseconds),90th Percentile Latency (microseconds),95th Percentile Latency (microseconds),99th Percentile Latency (microseconds),Maximum Latency (microseconds)
0,37562,37562.000,2474,2966,3213,3725,3903,5723,6231,7629,13910
1,37693,37693.000,2460,2966,3213,3707,3767,5656,6160,7543,18716
2,38052,38052.000,2464,2965,3213,3674,3786,5635,6110,7163,10939
3,38022,38022.000,2468,2957,3201,3679,3799,5644,6176,7347,12911
4,38463,38463.000,2452,2937,3185,3635,3712,5578,6054,7064,10308
5,36751,36751.000,2472,2947,3194,3804,3735,5658,6148,7455,63652
6,37595,37595.000,2442,2953,3198,3719,3836,5688,6190,7603,220013
7,37906,37906.000,2461,2960,3204,3688,3857,5670,6157,7300,11259
8,37840,37840.000,2470,2970,3221,3697,3860,5672,6155,7262,11329
9,37711,37711.000,2457,2963,3198,3708,3715,5650,6141,7478,226205
10,37974,37974.000,2460,2974,3219,3684,3786,5644,6122,7229,10852
11,38062,38062.000,2466,2966,3224,3674,3745,5645,6136,7290,12292
12,37324,37324.000,2464,2970,3231,3745,3850,5620,6098,7306,40928
13,34191,34191.000,2476,3012,3311,4093,4231,6300,7081,9679,46046
14,26934,26934.000,2478,3030,3362,5197,4239,6669,7447,33613,201123
15,32191,32191.000,2471,3029,3337,4342,4219,6599,7455,26072,45992
16,32984,32984.000,2472,3016,3316,4238,4176,6565,7433,17489,45119
17,34541,34541.000,2466,3009,3303,4050,4119,6354,7008,9460,42384
18,34404,34404.000,2485,3005,3296,4067,4122,6299,6950,9515,49199
19,34993,34993.000,2472,2993,3266,3995,4003,6168,6774,8975,41482
20,35014,35014.000,2473,2981,3247,3993,3936,6106,6714,8954,49817
21,36023,36023.000,2473,2990,3259,3885,4017,6074,6647,8420,44555
22,35378,35378.000,2474,2997,3279,3954,3977,6040,6629,8733,40487
23,36230,36230.000,2475,2992,3279,3861,4013,5973,6545,8148,39048
24,34727,34727.000,2482,2995,3276,4027,4051,6014,6659,9353,54037
25,36657,36657.000,2465,2979,3232,3816,3882,5900,6426,7929,39400
26,36211,36211.000,2484,2977,3241,3863,3927,5985,6645,8871,39429
27,36317,36317.000,2465,2980,3256,3850,3974,5932,6483,8213,38331
28,36383,36383.000,2447,2977,3248,3875,4008,5895,6477,8308,39442
29,35960,35960.000,2465,2966,3233,3859,3877,5866,6408,8360,41908
30,34673,34673.000,2477,2983,3260,4123,4037,5953,6571,8794,67026
31,36271,36271.000,2460,2974,3244,3773,3893,5885,6462,8144,35408
32,36387,36387.000,2469,2976,3232,3844,3936,5884,6463,8459,41996
