Time (seconds),Requests,Throughput (requests/second),Minimum Latency (microseconds),25th Percentile Latency (microseconds),Median Latency (microseconds),Average Latency (microseconds),75th Percentile Latency (microseconds),90th Percentile Latency (microseconds),95th Percentile Latency (microseconds),99th Percentile Latency (microseconds),Maximum Latency (microseconds)
0,1,1.000,10681887,10681887,10681887,10681887,10681887,10681887,10681887,10681887,10681887
1,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
2,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
3,1,1.000,3203115,3203115,3203115,3203115,3203115,3203115,3203115,3203115,3203115
4,2,2.000,3669445,3669445,10995917,7332681,10995917,10995917,10995917,10995917,10995917
5,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
6,1,1.000,8871680,8871680,8871680,8871680,8871680,8871680,8871680,8871680,8871680
7,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
8,2,2.000,5570089,5570089,9537995,7554042,9537995,9537995,9537995,9537995,9537995
9,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
10,3,3.000,5983320,5983320,8304651,13370084,25822281,25822281,25822281,25822281,25822281
11,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
12,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
13,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
14,1,1.000,2174635,2174635,2174635,2174635,2174635,2174635,2174635,2174635,2174635
15,2,2.000,1052675,1052675,12199394,6626034,12199394,12199394,12199394,12199394,12199394
16,4,4.000,296226,3168369,5743423,4458808,8627215,8627215,8627215,8627215,8627215
17,1,1.000,15801383,15801383,15801383,15801383,15801383,15801383,15801383,15801383,15801383
18,3,3.000,6625405,6625405,13026033,11118900,13705262,13705262,13705262,13705262,13705262
19,1,1.000,22874354,22874354,22874354,22874354,22874354,22874354,22874354,22874354,22874354
20,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
21,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
22,1,1.000,2417153,2417153,2417153,2417153,2417153,2417153,2417153,2417153,2417153
23,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
24,3,3.000,168750,168750,520468,1173426,2831061,2831061,2831061,2831061,2831061
25,3,3.000,2308260,2308260,2428581,10951294,28117042,28117042,28117042,28117042,28117042
26,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
27,3,3.000,1009099,1009099,1984083,2008613,3032657,3032657,3032657,3032657,3032657
28,2,2.000,2084899,2084899,4530829,3307864,4530829,4530829,4530829,4530829,4530829
29,1,1.000,2250432,2250432,2250432,2250432,2250432,2250432,2250432,2250432,2250432
30,2,2.000,3929508,3929508,15987624,9958566,15987624,15987624,15987624,15987624,15987624
31,1,1.000,50305234,50305234,50305234,50305234,50305234,50305234,50305234,50305234,50305234
32,5,5.000,192292,556526,4082792,15051432,5434840,64990710,64990710,64990710,64990710
33,1,1.000,2345143,2345143,2345143,2345143,2345143,2345143,2345143,2345143,2345143
34,1,1.000,2161672,2161672,2161672,2161672,2161672,2161672,2161672,2161672,2161672
35,1,1.000,7420859,7420859,7420859,7420859,7420859,7420859,7420859,7420859,7420859
36,3,3.000,3346380,3346380,6559937,13891986,31769641,31769641,31769641,31769641,31769641
37,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
38,1,1.000,2143298,2143298,2143298,2143298,2143298,2143298,2143298,2143298,2143298
39,1,1.000,2385246,2385246,2385246,2385246,2385246,2385246,2385246,2385246,2385246
40,1,1.000,1591546,1591546,1591546,1591546,1591546,1591546,1591546,1591546,1591546
41,1,1.000,5560637,5560637,5560637,5560637,5560637,5560637,5560637,5560637,5560637
42,2,2.000,1528354,1528354,4509098,3018726,4509098,4509098,4509098,4509098,4509098
43,3,3.000,1112883,1112883,4914915,5361578,10056936,10056936,10056936,10056936,10056936
44,1,1.000,4941166,4941166,4941166,4941166,4941166,4941166,4941166,4941166,4941166
45,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
46,2,2.000,1601506,1601506,4187547,2894526,4187547,4187547,4187547,4187547,4187547
47,2,2.000,2187484,2187484,3815442,3001463,3815442,3815442,3815442,3815442,3815442
48,1,1.000,2051886,2051886,2051886,2051886,2051886,2051886,2051886,2051886,2051886
49,2,2.000,957466,957466,2892305,1924885,2892305,2892305,2892305,2892305,2892305
50,2,2.000,2160081,2160081,24220026,13190053,24220026,24220026,24220026,24220026,24220026
51,2,2.000,494229,494229,15486426,7990327,15486426,15486426,15486426,15486426,15486426
52,4,4.000,212997,2511948,5618237,12359189,41093574,41093574,41093574,41093574,41093574
53,2,2.000,1671330,1671330,2266898,1969114,2266898,2266898,2266898,2266898,2266898
54,1,1.000,3164025,3164025,3164025,3164025,3164025,3164025,3164025,3164025,3164025
55,2,2.000,3129173,3129173,17772197,10450685,17772197,17772197,17772197,17772197,17772197
56,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
57,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
58,3,3.000,1084256,1084256,1513739,2300331,4303000,4303000,4303000,4303000,4303000
59,2,2.000,2138679,2138679,2437110,2287894,2437110,2437110,2437110,2437110,2437110
60,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
61,1,1.000,1586705,1586705,1586705,1586705,1586705,1586705,1586705,1586705,1586705
62,3,3.000,842405,842405,6014261,6805158,13558809,13558809,13558809,13558809,13558809
63,2,2.000,685382,685382,1637715,1161548,1637715,1637715,1637715,1637715,1637715
64,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
65,1,1.000,868918,868918,868918,868918,868918,868918,868918,868918,868918
66,2,2.000,5741355,5741355,15569646,10655500,15569646,15569646,15569646,15569646,15569646
67,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
68,2,2.000,27236864,27236864,50921583,39079223,50921583,50921583,50921583,50921583,50921583
69,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
70,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
71,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
72,1,1.000,2804144,2804144,2804144,2804144,2804144,2804144,2804144,2804144,2804144
73,1,1.000,43776398,43776398,43776398,43776398,43776398,43776398,43776398,43776398,43776398
74,2,2.000,2375077,2375077,30188842,16281959,30188842,30188842,30188842,30188842,30188842
75,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
76,2,2.000,573232,573232,8007800,4290516,8007800,8007800,8007800,8007800,8007800
77,1,1.000,16956563,16956563,16956563,16956563,16956563,16956563,16956563,16956563,16956563
78,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
79,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
80,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
