Time (seconds),Requests,Throughput (requests/second),Minimum Latency (microseconds),25th Percentile Latency (microseconds),Median Latency (microseconds),Average Latency (microseconds),75th Percentile Latency (microseconds),90th Percentile Latency (microseconds),95th Percentile Latency (microseconds),99th Percentile Latency (microseconds),Maximum Latency (microseconds)
0,33389,33389.000,2438,2921,3231,4220,3952,6434,7178,27616,45260
1,35156,35156.000,2439,2883,3177,3948,3718,6092,6710,10322,50132
2,35791,35791.000,2443,2869,3160,3908,3666,5944,6595,11690,42034
3,37077,37077.000,2439,2854,3137,3772,3635,5799,6335,8253,40612
4,33817,33817.000,2441,2839,3118,4137,3589,5724,6272,8583,136860
5,37485,37485.000,2448,2849,3129,3731,3615,5651,6161,8178,39505
6,37278,37278.000,2443,2861,3150,3750,3741,5804,6426,8689,42378
7,37843,37843.000,2441,2847,3127,3699,3644,5712,6316,8299,42190
8,36852,36852.000,2442,2842,3126,3796,3616,5626,6141,8369,44485
9,38443,38443.000,2445,2845,3123,3638,3597,5550,6047,7633,40955
10,38660,38660.000,2443,2840,3121,3618,3586,5488,5979,7446,38216
11,38465,38465.000,2443,2831,3111,3638,3581,5526,6054,7909,37911
12,38733,38733.000,2433,2826,3099,3612,3542,5495,5993,7543,39678
13,38525,38525.000,2446,2824,3091,3632,3484,5463,5968,7933,228150
14,39614,39614.000,2440,2838,3109,3530,3558,5423,5867,7042,10471
15,35057,35057.000,2447,2829,3100,3992,3517,5431,5905,8035,108518
16,39487,39487.000,2446,2830,3109,3543,3587,5436,5905,7225,12027
17,37540,37540.000,2429,2825,3094,3726,3517,5429,5934,8154,217510
18,38636,38636.000,2428,2821,3087,3621,3468,5352,5818,7408,216646
19,36205,36205.000,2442,2826,3088,3865,3485,5438,5969,12046,223791
20,36349,36349.000,2443,2820,3081,3908,3473,5384,5861,8442,229066
21,36054,36054.000,2434,2815,3072,3830,3461,5364,5836,12691,227927
22,34336,34336.000,2445,2821,3082,4187,3501,5503,6082,15366,436382
23,36666,36666.000,2441,2835,3114,3734,3606,5584,6305,9813,417324
24,33223,33223.000,2427,2812,3046,4163,3424,5410,5918,10695,429519
25,35265,35265.000,2433,2820,3088,3967,3493,5505,6057,15356,244343
26,34571,34571.000,2434,2813,3064,4082,3455,5424,5958,8590,468983
27,34604,34604.000,2438,2814,3068,4023,3451,5386,5883,9628,419837
28,33241,33241.000,2442,2823,3083,4203,3502,5523,6186,14969,225735
29,32814,32814.000,2431,2809,3071,4257,3468,5484,6040,17462,227708
30,32564,32564.000,2432,2813,3075,4298,3473,5431,6023,14034,225039
31,34057,34057.000,2432,2814,3080,4108,3474,5405,5934,15470,227489
32,32168,32168.000,2442,2792,3044,4441,3442,5374,5892,10486,231558
33,31623,31623.000,2440,2813,3074,4409,3509,5430,6008,17130,232186
34,31680,31680.000,2424,2812,3060,4401,3476,5427,5942,18517,414518
35,31982,31982.000,2437,2825,3085,4339,3559,5434,5988,14807,228198
36,31186,31186.000,2447,2814,3061,4589,3466,5422,5984,18320,248950
37,31311,31311.000,2430,2824,3078,4529,3504,5467,6049,13460,225434
38,29737,29737.000,2438,2807,3049,4605,3485,5460,6049,14401,415878
39,30515,30515.000,2438,2824,3091,4780,3512,5514,6104,22064,267172
40,31546,31546.000,2432,2817,3072,4184,3479,5426,5961,10791,227176
41,30480,30480.000,2442,2808,3044,4757,3458,5409,5950,21072,423234
42,30134,30134.000,2437,2815,3075,4716,3495,5466,6117,16835,227609
43,30292,30292.000,2441,2813,3063,4445,3496,5440,6002,12728,229707
44,29617,29617.000,2432,2815,3068,4698,3534,5449,5998,17011,226209
45,29466,29466.000,2438,2816,3064,4714,3472,5445,6087,18044,243823
46,29345,29345.000,2435,2819,3074,4723,3528,5491,6115,15214,223908
47,30239,30239.000,2440,2819,3074,4831,3479,5415,5942,18523,226271
48,29765,29765.000,2435,2815,3072,4675,3509,5444,6028,14396,235295
49,28846,28846.000,2442,2808,3049,4714,3473,5443,6068,18836,233896
50,29316,29316.000,2439,2808,3054,4721,3524,5488,6113,17767,224938
51,28991,28991.000,2433,2796,3040,5064,3504,5491,6154,14873,224801
52,29342,29342.000,2438,2807,3038,4619,3459,5439,6040,14549,253919
53,28692,28692.000,2439,2806,3036,4929,3470,5466,6133,17178,227656
54,29050,29050.000,2436,2815,3051,4706,3468,5468,6106,21035,236883
55,27703,27703.000,2437,2822,3077,5121,3508,5416,5960,12513,221052
56,29194,29194.000,2430,2818,3042,4704,3463,5422,6033,18656,226231
57,28857,28857.000,2435,2816,3050,5079,3492,5407,5971,16888,221711
58,27991,27991.000,2431,2807,3036,4763,3453,5389,5948,22490,412880
59,27581,27581.000,2436,2806,3026,5160,3445,5377,5897,17172,426893
60,29624,29624.000,2441,2809,3040,4862,3474,5465,6087,19269,225356
61,27178,27178.000,2433,2808,3030,4990,3459,5386,5950,20455,230196
62,29284,29284.000,2437,2807,3031,4706,3434,5383,5935,19806,226517
63,26856,26856.000,2431,2813,3028,5292,3446,5398,5949,20539,227145
64,29795,29795.000,2428,2812,3051,4754,3464,5483,6088,19329,242300
65,26087,26087.000,2426,2804,3024,5254,3430,5379,5895,20531,230379
