Time (seconds),Requests,Throughput (requests/second),Minimum Latency (microseconds),25th Percentile Latency (microseconds),Median Latency (microseconds),Average Latency (microseconds),75th Percentile Latency (microseconds),90th Percentile Latency (microseconds),95th Percentile Latency (microseconds),99th Percentile Latency (microseconds),Maximum Latency (microseconds)
0,4,4.000,2902249,5001324,12392151,8272247,12793264,12793264,12793264,12793264,12793264
1,1,1.000,9179042,9179042,9179042,9179042,9179042,9179042,9179042,9179042,9179042
2,1,1.000,1029974,1029974,1029974,1029974,1029974,1029974,1029974,1029974,1029974
3,2,2.000,5842950,5842950,9379513,7611231,9379513,9379513,9379513,9379513,9379513
4,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
5,1,1.000,2876391,2876391,2876391,2876391,2876391,2876391,2876391,2876391,2876391
6,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
7,1,1.000,5612409,5612409,5612409,5612409,5612409,5612409,5612409,5612409,5612409
8,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
9,1,1.000,11346441,11346441,11346441,11346441,11346441,11346441,11346441,11346441,11346441
10,3,3.000,4403030,4403030,8517539,7930991,10872405,10872405,10872405,10872405,10872405
11,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
12,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
13,7,7.000,359891,557653,1669783,3357585,5618308,10863936,10863936,10863936,10863936
14,2,2.000,556343,556343,5728024,3142183,5728024,5728024,5728024,5728024,5728024
15,3,3.000,2892360,2892360,4712466,5002191,7401749,7401749,7401749,7401749,7401749
16,1,1.000,2859527,2859527,2859527,2859527,2859527,2859527,2859527,2859527,2859527
17,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
18,1,1.000,3749229,3749229,3749229,3749229,3749229,3749229,3749229,3749229,3749229
19,5,5.000,815268,987735,1659577,3326719,2855317,10315702,10315702,10315702,10315702
20,3,3.000,820846,820846,1175885,3358997,8080261,8080261,8080261,8080261,8080261
21,5,5.000,672449,980877,1673923,2402379,4099095,4585555,4585555,4585555,4585555
22,5,5.000,838482,3850319,4980711,5096152,7829720,7981530,7981530,7981530,7981530
23,1,1.000,605879,605879,605879,605879,605879,605879,605879,605879,605879
