Time (seconds),Requests,Throughput (requests/second),Minimum Latency (microseconds),25th Percentile Latency (microseconds),Median Latency (microseconds),Average Latency (microseconds),75th Percentile Latency (microseconds),90th Percentile Latency (microseconds),95th Percentile Latency (microseconds),99th Percentile Latency (microseconds),Maximum Latency (microseconds)
0,1,1.000,32775961,32775961,32775961,32775961,32775961,32775961,32775961,32775961,32775961
1,5,5.000,12309379,22043994,23583909,35151977,32163174,85659433,85659433,85659433,85659433
2,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
3,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
4,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
5,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
6,2,2.000,9557538,9557538,85840336,47698937,85840336,85840336,85840336,85840336,85840336
7,1,1.000,4658062,4658062,4658062,4658062,4658062,4658062,4658062,4658062,4658062
8,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
9,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
10,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
11,1,1.000,6396100,6396100,6396100,6396100,6396100,6396100,6396100,6396100,6396100
12,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
13,1,1.000,3364648,3364648,3364648,3364648,3364648,3364648,3364648,3364648,3364648
14,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
15,1,1.000,19412989,19412989,19412989,19412989,19412989,19412989,19412989,19412989,19412989
16,1,1.000,5266099,5266099,5266099,5266099,5266099,5266099,5266099,5266099,5266099
17,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
18,1,1.000,82588517,82588517,82588517,82588517,82588517,82588517,82588517,82588517,82588517
19,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
20,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
21,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
22,1,1.000,8842196,8842196,8842196,8842196,8842196,8842196,8842196,8842196,8842196
23,1,1.000,5305539,5305539,5305539,5305539,5305539,5305539,5305539,5305539,5305539
24,1,1.000,7530800,7530800,7530800,7530800,7530800,7530800,7530800,7530800,7530800
25,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
26,1,1.000,1083657,1083657,1083657,1083657,1083657,1083657,1083657,1083657,1083657
27,1,1.000,5957387,5957387,5957387,5957387,5957387,5957387,5957387,5957387,5957387
28,1,1.000,4116396,4116396,4116396,4116396,4116396,4116396,4116396,4116396,4116396
29,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
30,1,1.000,8648083,8648083,8648083,8648083,8648083,8648083,8648083,8648083,8648083
31,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
32,3,3.000,289972,289972,1810206,1671050,2912972,2912972,2912972,2912972,2912972
33,3,3.000,834290,834290,2545614,3991201,8593701,8593701,8593701,8593701,8593701
34,2,2.000,2618682,2618682,2858846,2738764,2858846,2858846,2858846,2858846,2858846
35,3,3.000,1440616,1440616,2329728,2815074,4674879,4674879,4674879,4674879,4674879
36,2,2.000,1309429,1309429,2863177,2086303,2863177,2863177,2863177,2863177,2863177
37,2,2.000,2760757,2760757,3140760,2950758,3140760,3140760,3140760,3140760,3140760
38,1,1.000,4395073,4395073,4395073,4395073,4395073,4395073,4395073,4395073,4395073
39,2,2.000,3260187,3260187,6180227,4720207,6180227,6180227,6180227,6180227,6180227
40,3,3.000,2123751,2123751,2559939,2567497,3018801,3018801,3018801,3018801,3018801
41,1,1.000,2637759,2637759,2637759,2637759,2637759,2637759,2637759,2637759,2637759
42,3,3.000,2756877,2756877,6125646,31281968,84963382,84963382,84963382,84963382,84963382
43,2,2.000,2056547,2056547,3166192,2611369,3166192,3166192,3166192,3166192,3166192
44,1,1.000,3173037,3173037,3173037,3173037,3173037,3173037,3173037,3173037,3173037
45,3,3.000,932473,932473,1372538,3096110,6983319,6983319,6983319,6983319,6983319
46,3,3.000,905718,905718,1805226,7181376,18833186,18833186,18833186,18833186,18833186
47,2,2.000,1649505,1649505,2828604,2239054,2828604,2828604,2828604,2828604,2828604
48,2,2.000,196060,196060,2139924,1167992,2139924,2139924,2139924,2139924,2139924
49,2,2.000,1283112,1283112,25540316,13411714,25540316,25540316,25540316,25540316,25540316
50,3,3.000,1498873,1498873,7595362,12397688,28098831,28098831,28098831,28098831,28098831
51,1,1.000,6573999,6573999,6573999,6573999,6573999,6573999,6573999,6573999,6573999
52,1,1.000,3945858,3945858,3945858,3945858,3945858,3945858,3945858,3945858,3945858
53,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
54,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
55,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
56,1,1.000,2961452,2961452,2961452,2961452,2961452,2961452,2961452,2961452,2961452
57,1,1.000,30618265,30618265,30618265,30618265,30618265,30618265,30618265,30618265,30618265
58,1,1.000,30921014,30921014,30921014,30921014,30921014,30921014,30921014,30921014,30921014
59,1,1.000,11328506,11328506,11328506,11328506,11328506,11328506,11328506,11328506,11328506
60,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
61,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
62,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
63,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
64,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
65,1,1.000,3439336,3439336,3439336,3439336,3439336,3439336,3439336,3439336,3439336
66,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
67,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
68,1,1.000,15186692,15186692,15186692,15186692,15186692,15186692,15186692,15186692,15186692
69,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
70,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
71,1,1.000,11318654,11318654,11318654,11318654,11318654,11318654,11318654,11318654,11318654
72,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
73,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
74,1,1.000,10696106,10696106,10696106,10696106,10696106,10696106,10696106,10696106,10696106
75,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
76,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
77,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
78,1,1.000,9884920,9884920,9884920,9884920,9884920,9884920,9884920,9884920,9884920
79,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
80,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
81,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
82,1,1.000,7901196,7901196,7901196,7901196,7901196,7901196,7901196,7901196,7901196
83,1,1.000,1815921,1815921,1815921,1815921,1815921,1815921,1815921,1815921,1815921
84,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
85,2,2.000,2250422,2250422,2379987,2315204,2379987,2379987,2379987,2379987,2379987
86,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
87,3,3.000,4941488,4941488,8447334,7409281,8839022,8839022,8839022,8839022,8839022
88,2,2.000,3039952,3039952,7869073,5454512,7869073,7869073,7869073,7869073,7869073
89,1,1.000,4609566,4609566,4609566,4609566,4609566,4609566,4609566,4609566,4609566
90,1,1.000,3079367,3079367,3079367,3079367,3079367,3079367,3079367,3079367,3079367
91,1,1.000,3026935,3026935,3026935,3026935,3026935,3026935,3026935,3026935,3026935
92,3,3.000,614626,614626,6221660,7802106,16570032,16570032,16570032,16570032,16570032
93,1,1.000,23222883,23222883,23222883,23222883,23222883,23222883,23222883,23222883,23222883
94,2,2.000,2476766,2476766,6429536,4453151,6429536,6429536,6429536,6429536,6429536
95,1,1.000,9215334,9215334,9215334,9215334,9215334,9215334,9215334,9215334,9215334
96,3,3.000,8156818,8156818,14382104,14709816,21590528,21590528,21590528,21590528,21590528
97,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
98,1,1.000,7810240,7810240,7810240,7810240,7810240,7810240,7810240,7810240,7810240
99,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
100,1,1.000,4366935,4366935,4366935,4366935,4366935,4366935,4366935,4366935,4366935
101,1,1.000,2966557,2966557,2966557,2966557,2966557,2966557,2966557,2966557,2966557
102,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
103,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
104,3,3.000,6803395,6803395,25564858,37096721,78921910,78921910,78921910,78921910,78921910
105,1,1.000,4655278,4655278,4655278,4655278,4655278,4655278,4655278,4655278,4655278
106,1,1.000,8394065,8394065,8394065,8394065,8394065,8394065,8394065,8394065,8394065
107,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
108,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
109,2,2.000,924863,924863,16888052,8906457,16888052,16888052,16888052,16888052,16888052
110,2,2.000,2485907,2485907,6405534,4445720,6405534,6405534,6405534,6405534,6405534
111,1,1.000,1538405,1538405,1538405,1538405,1538405,1538405,1538405,1538405,1538405
112,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
113,2,2.000,7460358,7460358,24758791,16109574,24758791,24758791,24758791,24758791,24758791
114,1,1.000,7544513,7544513,7544513,7544513,7544513,7544513,7544513,7544513,7544513
115,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
116,1,1.000,4700388,4700388,4700388,4700388,4700388,4700388,4700388,4700388,4700388
117,3,3.000,273702,273702,278188,1044042,2580238,2580238,2580238,2580238,2580238
