Time (seconds),Requests,Throughput (requests/second),Minimum Latency (microseconds),25th Percentile Latency (microseconds),Median Latency (microseconds),Average Latency (microseconds),75th Percentile Latency (microseconds),90th Percentile Latency (microseconds),95th Percentile Latency (microseconds),99th Percentile Latency (microseconds),Maximum Latency (microseconds)
0,1,1.000,18382735,18382735,18382735,18382735,18382735,18382735,18382735,18382735,18382735
1,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
2,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
3,1,1.000,550491,550491,550491,550491,550491,550491,550491,550491,550491
4,1,1.000,2016299,2016299,2016299,2016299,2016299,2016299,2016299,2016299,2016299
5,1,1.000,2560606,2560606,2560606,2560606,2560606,2560606,2560606,2560606,2560606
6,2,2.000,1479879,1479879,14222327,7851103,14222327,14222327,14222327,14222327,14222327
7,3,3.000,5109754,5109754,6125411,6084458,7018209,7018209,7018209,7018209,7018209
8,2,2.000,2051096,2051096,13074223,7562659,13074223,13074223,13074223,13074223,13074223
9,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
10,1,1.000,3358463,3358463,3358463,3358463,3358463,3358463,3358463,3358463,3358463
11,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
12,1,1.000,3557849,3557849,3557849,3557849,3557849,3557849,3557849,3557849,3557849
13,5,5.000,3472632,3672642,4968225,5288270,5395659,8932193,8932193,8932193,8932193
14,1,1.000,5930206,5930206,5930206,5930206,5930206,5930206,5930206,5930206,5930206
15,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
16,1,1.000,1257905,1257905,1257905,1257905,1257905,1257905,1257905,1257905,1257905
17,3,3.000,2818178,2818178,3300256,4973024,8800638,8800638,8800638,8800638,8800638
18,2,2.000,3624530,3624530,4542767,4083648,4542767,4542767,4542767,4542767,4542767
19,1,1.000,17584602,17584602,17584602,17584602,17584602,17584602,17584602,17584602,17584602
20,5,5.000,476922,1304792,1515590,1948374,1744473,4700093,4700093,4700093,4700093
21,2,2.000,626668,626668,11704925,6165796,11704925,11704925,11704925,11704925,11704925
22,6,6.000,1831434,3273998,4929048,7218454,10645989,19259202,19259202,19259202,19259202
23,1,1.000,12920560,12920560,12920560,12920560,12920560,12920560,12920560,12920560,12920560
24,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
25,3,3.000,2705870,2705870,3100284,3013449,3234193,3234193,3234193,3234193,3234193
26,1,1.000,1136599,1136599,1136599,1136599,1136599,1136599,1136599,1136599,1136599
27,3,3.000,1675009,1675009,3975410,9519215,22907228,22907228,22907228,22907228,22907228
28,3,3.000,2452206,2452206,3209940,4375728,7465039,7465039,7465039,7465039,7465039
29,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
30,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
31,4,4.000,228865,405044,515294,418788,525949,525949,525949,525949,525949
32,3,3.000,1180169,1180169,1727562,4100459,9393647,9393647,9393647,9393647,9393647
33,4,4.000,3294077,6868583,10255134,9438582,17336534,17336534,17336534,17336534,17336534
34,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
35,1,1.000,623022,623022,623022,623022,623022,623022,623022,623022,623022
36,4,4.000,1720487,2404566,4747059,4294296,8305074,8305074,8305074,8305074,8305074
37,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
38,1,1.000,3036993,3036993,3036993,3036993,3036993,3036993,3036993,3036993,3036993
39,2,2.000,622055,622055,2361396,1491725,2361396,2361396,2361396,2361396,2361396
40,1,1.000,1849018,1849018,1849018,1849018,1849018,1849018,1849018,1849018,1849018
41,3,3.000,3043200,3043200,3624901,5901521,11036464,11036464,11036464,11036464,11036464
42,3,3.000,1995582,1995582,2359810,2617297,3496499,3496499,3496499,3496499,3496499
43,2,2.000,369161,369161,2368219,1368690,2368219,2368219,2368219,2368219,2368219
44,4,4.000,1507990,3239079,9996883,6994371,13233533,13233533,13233533,13233533,13233533
45,4,4.000,224346,2650455,13733054,14387407,40941774,40941774,40941774,40941774,40941774
46,1,1.000,4681497,4681497,4681497,4681497,4681497,4681497,4681497,4681497,4681497
47,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
48,2,2.000,1514013,1514013,3099047,2306530,3099047,3099047,3099047,3099047,3099047
49,1,1.000,1249423,1249423,1249423,1249423,1249423,1249423,1249423,1249423,1249423
50,4,4.000,408173,1710413,2316893,2063965,3820382,3820382,3820382,3820382,3820382
51,3,3.000,399186,399186,2348958,1846877,2792488,2792488,2792488,2792488,2792488
52,2,2.000,1951525,1951525,2122602,2037063,2122602,2122602,2122602,2122602,2122602
